,qid,url,title,desc,topic
1581,267888739,https://otvet.mail.ru/question/267888739,Ошибка при попытке зайти в любой режим ,Ошибка при входе в любой режим ,Время игр
1582,267888762,https://otvet.mail.ru/question/267888762,Ухудшение фпс в dying light the beast,"Кароче, купил Dying Light The Beast. Захожу, всё норм, играется в 40-50 FPS, а после 15 минут игры FPS падает до 10-20. Поставил минималки, видеокарта GTX 1060. Помогите, что делать, очень хочется поиграть",Время игр
1583,267888769,https://otvet.mail.ru/question/267888769,Музыкальный сайт,"здравствуйте существует ли идеальный сайт с мельчайшими подробностями по подбору музыки? например мне нравиться хард рок также мне нравиться когда в песне много барабанов и когда они очень энергичны. Есть ли сайт в котором можно указать все эти подробности и он будет выдавать правда хорошие песни?
если есть такой сайт не могли бы вы дать его название, буду сильно благодарен",Время музыки
1584,267888776,https://otvet.mail.ru/question/267888776,Падение фпса,"Бывает при альтабе или выхода из игр умирает фпс во всем пк, будто меньше одного кадра в секунду и бывает пропадает через время или пока не перезапущу пк. Тоже самое и на рабочем столе, в диспетчере задач ничего нагружающего нету. Причем мышка на экране двигается нормально Как быть?",Время игр
1585,267888780,https://otvet.mail.ru/question/267888780,Что делать если настроение тухнуть ,Что делать если настроение тухнуть ,Чем заняться?
1586,267888786,https://otvet.mail.ru/question/267888786,СУКИ ВЫ ЧЕ С ЛАЙВОМ СДЕЛАЛИ,СУКИ ВЫ ЧЕ С ЛАЙВОМ СДЕЛАЛИ,А сейчас что-то совсем другое
1587,267888787,https://otvet.mail.ru/question/267888787,"Гепатит B,антитела","Здравствуйте ,сдавал перед операцией анализ на гепатит B антитела. Показало 104 МЕ/л . Вакцинация делал в 2010 году. Это значит я болен? Только без шуток",Мир медицины
1588,267888794,https://otvet.mail.ru/question/267888794,Новый ноутбук не видит ссд,"Купил сегодня ноутбук от machenike и пытался установить винду, обнаружил что он даже ссд не видит
Что тут делать то, или все таки придется идти в днс и разбираться там",Электроника и электротехника
1589,267888800,https://otvet.mail.ru/question/267888800,Контролеры в автобусе ,"Сегодня ехал на автобусе в Москве, оплатил проезд с банковской карты, подошле контролер - предъявил банковскую карту, а там написано, что нет оплаты, сказали , что установят личность через банковскую карту и штраф будет на госуслугах, это правда или забить? Можно ли будет как-то обжаловать штраф?",Закон и порядок
1590,267888803,https://otvet.mail.ru/question/267888803,Расширение наружу,Есть в расширении наружу стиллер или что то такое?,А сейчас что-то совсем другое
1591,267888811,https://otvet.mail.ru/question/267888811,Смогу ли я нормально нарисовать чёрно-белый психоделический комикс с элементами Юри?,"Мне 13, у меня довольно бурная фантазия. Могу на ходу придумать сюжет сериала на 15 сезонов. Хотелось бы сделать комикс на тему психоделики и слфх. Планирую девочку 10 классов с шизофренией. И её подругу цундере которая станет более мягкой и будет пытаться вытащить подругу из этого бесконечного круговорота галлюцинаций и попытками Роскомнадзора. Так как девочка №1 поглощена сильной апатией, и просто хочет роскомнадзорнутся из за того что не видит смысла жить дальше. А цундере будет ей помогать выбраться. Между ними будет какая никакая химия. Но думаю добавлять это или нет?? Помогите сделать первые шаги для создания комикса!!! (Сюжет и идею нашла на старом телефоне в заметках с 2023 года)",Сериалы и телешоу
1592,267888829,https://otvet.mail.ru/question/267888829,Вопрос по дбд,Меня забанили за передачу аккаунта 3 лицам в дбд могут ли меня разбанить?,Проблемы с кожей
1593,267888832,https://otvet.mail.ru/question/267888832,Какой продукт вы видели с 1000+ калориями? ,"Здравствуйте, учитель по физике задал найти предмет с 1000+ калориями из МАГАЗИНА (тоесть не бургер) подскажите какие вы видели продукты, ну кроме ещё майонеза тут то даже идиоту понятно ",Сборная Домашка
1594,267888839,https://otvet.mail.ru/question/267888839,Как включить TPM 2.0 в биосе и есть ли он у меня вообще?,"Решил установить Windows 11, пару раз выдавало картину мол, пк не соответствует минимальным системным требованиям. Решил покапаться и выяснил что нужен включенный TPM 2.0. Вот скрин. Как его включить и есть ли он у меня вообще? Или придётся обходить проверку пк (качать винду на флешку через Rufus)?",Просто установи
1595,267888841,https://otvet.mail.ru/question/267888841,Какой танк вы бы взяли и почему?,"Привет мужчины и девочки, есть выбор взять танк X уровня, не могу определиться если честно. Играю на лесте, какой бы танк вы взяли бы из средних танков из тяжёлых и из пт-сау и почему?
Выбор из:
Тяжёлый танк CT-II
ПТ-САУ Об.268/4
Тяжелый танк 60TP
Средний танк -CS-63
Средний танк Progetto65
ПТ-САУ Minotauro",А сейчас что-то совсем другое
1596,267888846,https://otvet.mail.ru/question/267888846,Че делать если ненависть к тем кто типо поет ,"У меня в классе есть Одноклассник который подпевает какую-то песню тип: нананана мы (забыл слова и начинает опять) нананана
И как на его не злится( паренёк слабый как только дашь замечания начинает дутся то что ещё сильнее бесит) и как на это не обращать внимания?",Простить или принять?
1597,267888847,https://otvet.mail.ru/question/267888847,Есть какие нибудь прикольные ассасины старые?,посоветуйте пожалуйста,А сейчас что-то совсем другое
1598,267888849,https://otvet.mail.ru/question/267888849,Что меня ждёт в личной жизни в октябре?,Диана 23.03.1996,Уважаемый маг
1599,267888857,https://otvet.mail.ru/question/267888857,"Я не понимаю людей, которые МОГУТ ТУТ сидеть","Я не понимаю людей, которые МОГУТ ТУТ сидеть",А сейчас что-то совсем другое
1600,267888858,https://otvet.mail.ru/question/267888858,Помогите пожалуйста ,"плитка для пола размером 20см на 40см продается в упаковках по 8 штук. сколько упаковок плитки понадобилось, чтобы выложить пол обеих лоджий?
на картинке лоджия находится под номером 7 и под номером 8.  сторона одной клетки на плане соответствует 0,4 м.",А сейчас что-то совсем другое
1601,267888862,https://otvet.mail.ru/question/267888862,Что делать?Меня предали,"У меня была подруга Варя. Я человек добрый, всегда хотела дружить со всеми,всегда ко всем прекрасно отношусь и очень уважаю своих друзей. Она в свою очередь человек очень вспыльчивый,устраивает скандалы по пустякам. Она не строго не с чего начала меня игнорировать ( я ей ничего не делала) и начала издеваться надо мной. После этого все наши общие друзья стали дружить только с ней и крутится вокруг неё, про меня все забыли и тоже начали игнорить.Как сделать так, чтобы было все наоборот???Чтобы она каждую ночь плакала в подушку и была без друзей. А в свою очередь ее игнорили и все снова дружили со мной??????",Дружба на века
1602,267888869,https://otvet.mail.ru/question/267888869,Кнопка инвентаря Roblox Studio,"Нужна помощь. Делаю игру в роблокс студио на подобии Grow A Garden, сделал большинство сам но не могу сделать одно. КНОПКУ ОТКРЫТИЯ ИНВЕНТАРЯ! Да да. Переплыл океан и утонул в луже. Играл на телефоне, заметил что очень лениво открвать и закрывать инвентарь, хотел сделать кнопку открытия инвентаря через GUI но даже не представляю как. ПОМОГИТЕ УМОЛЯЮ. Я просто не знаю функции или ещё чегото что может ОТКРЫТЬ инвентарь игрока.",Программирование
1603,267888875,https://otvet.mail.ru/question/267888875,Почему так нельзя сделать?,"типо &#34;скосоглазить&#34; глаза можно легко, а в обратную сторону (то есть чтобы правый глаз смотрел налево, а левый направо одновременно) почти невозможно?",А сейчас что-то совсем другое
1604,267888879,https://otvet.mail.ru/question/267888879,Хочу пойти в лес погулять,Хочу пойти в лес погулять,Наша флора
1605,267888887,https://otvet.mail.ru/question/267888887,Почему лагает fnaf: security breach?,"Решил спустя 4 года после выхода 9 фнафа все таки пройти его. Характеристики моего пк: 
Rtx 5060 
Core i5
32 гб оперативки
Запустил игру на ультрах, а она выдает 10-20 фпс. Мог бы играть на минималках, но ведь я не для этого собирал такой пк. Очень расстроился, тк пк все таки не дешевый. Тем более, в минимальных системных требованиях указана видеокарта gtx 1050, так что не понимаю причины низкой частоты кадров. Надеюсь на скорую помощь, ведь играть хочется",Собираем компьютеры
1606,267888894,https://otvet.mail.ru/question/267888894,Крымский мост – самый длинный мост в Европе ,"Проходит мост через керченский пролив и составляет протяжённость в 19 километров – как от Клина до Солнечногорска. 
Был открыт в 2018 году, после присоединения Крыма к России. 
Мост одновременно и автомобильный и железнодорожный, тем самым обеспечивает торговую логистику со всей Россией, что заметно повысило уровень жизни жителей Крыма. До этого наземный путь в Крым проходил лишь через Запорожскую область, которая тогда ещё была в составе Украины. 
Строительство крымского моста обошлось государству дорого – 4млрд долларов, отчего мост был построен качественно и даже устойчив к террористическим актам со стороны Украины. Крымский мост имеет неофициальное название &#34;мост в будущее&#34;. ",Политические дебаты
1607,267888897,https://otvet.mail.ru/question/267888897,"Как можно было предотвратить конфликт Донбасса с Киевом (это не вопрос, а мнение) ","В 2014 году Донбасс повел сепаратистскую политику, что привело к длительному противостоянию с Киевом (2014-2021). Каким образом Донбасс мог бы пытаться решать свои проблемы мирным путем, без открытой конфронтации?
Этот вопрос находится в центре дискуссий о конфликте на востоке Украины. Анализируя ситуацию ретроспективно, можно выделить несколько гипотетических путей, которые могли бы быть использованы для мирного решения проблем Донбасса в период до эскалации 2014 года.
Важно понимать, что сама постановка вопроса предполагает, что у региона были легитимные проблемы, которые можно было решить в рамках украинского законодательства и без вооружённого сепаратизма. 
 1. Политические и правовые механизмы внутри Украины
На момент 2014 года Украина была унитарным государством, но в её законодательстве существовали инструменты для учёта региональных интересов.
- Усиление роли местного самоуправления: Акцент мог быть сделан на реализации уже существующих прав на местное самоуправление. Вместо требований независимости или федерализации (которая требовала изменения Конституции), можно было бы добиваться более широких экономических и культурных полномочий для местных советов в рамках действующего законодательства. Это включало бы вопросы языка, образования, распоряжения местными бюджетами.
- Лоббирование интересов в Верховной Раде: Депутаты от восточных областей (Донецкой и Луганской) могли сформировать мощную межфракционную коалицию для продвижения своих интересов в парламенте. Это могло бы касаться промышленной политики, налоговых льгот для предприятий Донбасса, социальных гарантий для шахтёров и металлургов.
- Диалог через политические партии: Выдвижение и поддержка политических сил, которые выступали бы за мирный диалог и компромисс между регионами Украины, а не за конфронтацию. В 2014 году такие голоса были заглушены радикальными силами с обеих сторон.
 2. Экономические рычаги влияния
Донбасс был промышленным сердцем Украины, что давало ему значительный экономический вес.
- Экономический диалог вместо блокад: Вместо силовых действий представители крупного бизнеса и местные власти могли инициировать всеукраинский диалог о будущем промышленности Донбасса. Поднимая вопросы модернизации заводов, поиска новых рынков сбыта (особенно после разрыва связей с Россией), они могли бы представить себя не как сепаратистов, а как ответственных партнёров, от процветания которых зависит вся украинская экономика.
- Переговорный стол с Киевом: Использование экономической значимости региона как основного аргумента за проведение круглого стола с центральной властью. Целью было бы не ультимативное требование особого статуса, а поиск взаимовыгодных решений по распределению бюджетных средств, таможенным пошлинам, поддержке градообразующих предприятий.
 3. Гражданское общество и публичная дипломатия
Мирные протесты и действия гражданского общества могли бы оказать большее влияние, чем вооружённое сопротивление.
- Массовые, но мирные акции протеста: Организация общерегиональных забастовок, митингов и маршей с чёткими экономическими и политическими требованиями (расширение прав регионов, гарантии русского языка, честный диалог с Киевом). Это привлекло бы внимание международного сообщества и создало бы давление на украинские власти, вынуждая их к диалогу.
- Создание переговорных площадок: Инициатива по созданию общественных советов или платформ, куда вошли бы представители местных властей, бизнеса, профсоюзов, интеллигенции и общественных организаций как Донбасса, так и других регионов Украины. Их целью была бы выработка компромиссных предложений для центральной власти.
- Привлечение международных посредников на раннем этапе: Обращение к ОБСЕ, ООН или отдельным странам (например, Германии и Франции) с просьбой выступить наблюдателями и посредниками в диалоге с Киевом до того, как ситуация переросла в насилие.
Почему эти сценарии не сработали? Реалии 2014 года
Важно признать, что эти мирные альтернативы столкнулись с рядом препятствий:
1.  Острая политическая поляризация: После Революции Достоинства в украинском обществе и политике возобладали радикальные настроения. Стороны не доверяли друг другу. В Киеве действия на востоке воспринимались как инспирированные Россией, а на востоке новую власть в Киеве считали незаконной и враждебной.
2.  Внешнее вмешательство: Роль Российской Федерации является ключевым фактором. Поддержка (в том числе военная) сепаратистских сил извне резко изменила баланс сил, сделав силовой сценарий более привлекательным для одной из сторон и вынудив другую сторону отвечать силой.
3.  Отсутствие сильных мирных лидеров: На начальном этапе протестов в Донбассе мирные активисты и умеренные политики были быстро оттеснены вооружёнными группами, которые взяли курс на конфронтацию.
4.  Быстрая милитаризация: Ситуация сползла к насилию очень быстро. Захват административных зданий, формирование вооружённых отрядов и ответные силовые операции украинской армии сделали мирный диалог практически невозможным.
Что же мы имеем в итоге? 
Гипотетически у Донбасса были возможности для мирного отстаивания своих интересов через политические, экономические и общественные институты Украины. Однако для реализации этих сценариев потребовались бы высокая степень доверия, готовность к компромиссу со всех сторон и отсутствие внешнего вмешательства, направленного на эскалацию. В реальных условиях 2014 года эти факторы были слабо развиты, что и привело к трагическому вооружённому конфликту.",Политические дебаты
1608,267888904,https://otvet.mail.ru/question/267888904, СРОЧНО  Крипто бот проблема,"я делал вериф на крипто бота, че делать если заморозили крипто бота? И по какой причине заморозили криптоботаФ?",А сейчас что-то совсем другое
1609,267888909,https://otvet.mail.ru/question/267888909,Впервые увидела член..,"вчера у парня, расмеялась, как думаете он не обиделся?",Бабочки в животе
1610,267888915,https://otvet.mail.ru/question/267888915,Вопрос с айфоном ,"На айфоне пришло уведомление «неверный пароль» и модель телефона, но я ничего не вводил, как так? ",Ios
1611,267888922,https://otvet.mail.ru/question/267888922,Ноутбук Maibenben x558 залипание клавиш,"Клавиши W и D начали подзалипать, 
+ некоторые клавиши пишут по два символа по типу: оь ыи и т.д.
Понятно что не нужно почистить, но главный вопрос как правильно снимать клавиши, ни одного видео хотя бы с ноутбуком того же производителя не нашел.
Помогите если не сложно.",Электроника и электротехника
1612,267888924,https://otvet.mail.ru/question/267888924,Впн для дискорда,Какой есть впн для дс бесплатный я просто хочу повыполнять задания дс,Steam
1613,267888930,https://otvet.mail.ru/question/267888930,"Лукашенко рассказал, что у Зеленского есть хорошее предложение по конфликту, вот пусть он его расскажет своим бойцам, ",что ракетами по гражданам х..рачат,Политические дебаты
1614,267888934,https://otvet.mail.ru/question/267888934,Сигареты курение ,"Пошёл я значит в магазин, решил тайком купить сигаретку хотел уверенно сказать, дайте мне такую-то такую-то, на что продавец говорит у нас разные есть какую тебе, да ещё с такой интонацией, Я купил сигарету но у меня не было чем прикурить, на что он мне сказал: &#34;Говно жрёшь а ложки не носишь что ли?&#34;, я молча ушёл из магазина, оплатив сигарету, даже не прикурил, убрал её далеко. Затем понял, как я опозорился, с этого момента понял что больше никогда в своей жизни не буду курить. ( Мне 17 ) А теперь меня карает чувство стыда, всегда был и есть ответственный человек, хорошо учусь и учился, работаю и учусь, всегда был против курения и так далее, а сегодня я испытал такой позор, короче, хорошее средство бросить курить.",Зона Риска
1615,267888937,https://otvet.mail.ru/question/267888937,Почему в сериалах которые идут по Россия 1 такие ужасные актёры? ,Почему в сериалах которые идут по Россия 1 такие ужасные актёры? ,А сейчас что-то совсем другое
1616,267888938,https://otvet.mail.ru/question/267888938,"Что делать если у меня кривые руки, а еще мозг кривой",памагите пажалуста ыаыаыаы!!!!!!!!!!!!,Ответы Mail
1617,267888946,https://otvet.mail.ru/question/267888946,Что делать если вылезает эта ошибка при запуске пиратки ассассин крид юнити,Что делать если вылезает эта ошибка при запуске пиратки ассассин крид юнити,А сейчас что-то совсем другое
1618,267888953,https://otvet.mail.ru/question/267888953,Такое настроение дождливо-лесное-ночное ,Такое настроение дождливо-лесное-ночное ,Чем заняться?
1619,267888957,https://otvet.mail.ru/question/267888957,"Мне отказались в районной больнице вырезать чирей, направили в Москву, там всё... врачи, хирурги, клиники и пр.","Я согласен, Москва - лучший мегаполис в Европе по логистике, инфраструктуре, благоприятной среде и пр., но как выживать остальным?",Политические дебаты
1620,267888958,https://otvet.mail.ru/question/267888958,Старый синтезатор,"Нашёл у мусорки старый синтезатор, по внешнему осмотру не сломан, нет кабеля питания, есть слот под батарейки(Контакты целы и не ржавые). Есть ли смысл покупать батарейки или кабель питания? Так же есть ли риск вместе с синтезатором занести в квартиру паразитов?",Электроника и электротехника
1621,267888966,https://otvet.mail.ru/question/267888966,Помогите найти игру,"В общем она была на подобии Таркова, но с довольно старым интерфейсом, были разные карты, запомнилась  карта с маяком, все возможные варианты поскидывайте пожалуйста",Время игр
1622,267888972,https://otvet.mail.ru/question/267888972,Я вот думаю может быть и не только в понедельник утром и вечером после работы в сфере продаж ООО ТД ООО ТД ,Я вот думаю может быть и не только в понедельник утром и вечером после работы в сфере продаж ООО ТД ООО ТД ,Все про бизнес
1623,267888978,https://otvet.mail.ru/question/267888978,"Посоветуйте хорошие российские сериалы типо &#34;Ивановы-Ивановы, Кухня, Жуки&#34;","Посоветуйте хорошие российские сериалы типо &#34;Ивановы-Ивановы, Кухня, Жуки&#34;",Киномания
1624,267888980,https://otvet.mail.ru/question/267888980,Признавались ли вам в любви ,"Мне уже 18 лет никогда никто не признался в любви, неужели я такой урод",О любви без купюр
1625,267888983,https://otvet.mail.ru/question/267888983,Сайт 5play безопасный?,я хочу скачать там игру проверил позазывает вирус PUP/Android.Malct.1296311 проверил вирус ничего не понятно объясните мне,Проблемы с ПК и интернетом
1626,267888987,https://otvet.mail.ru/question/267888987,Страшная история о волосах. Лайкни по братски.,"В стране, где законы писались на туалетной бумаге и подписывались только котами с бородой, волосы министров вдруг ожили. Они начали шептать «только белые и бородатые могут принимать законы», а женщины с короткими стрижками внезапно стали преступницами по закону о длинных волосах. Депутаты-мужики в панике надевали парики и пытались скрыться в шкафах, но волосы следовали за ними, крича «гендерное равенство — это миф, а демократия — шампунь».
Министр секса предложил утопить парламент в бассейне с кондиционером для волос, но волосы Светланы устроили сопротивление, формируя армию плетеных кос. Каждая коса могла переписывать законы и одновременно устраивать стендап-шоу про сексизм и расизм, причем так, что даже коты голосовали против. Вся страна смотрела на это, думая: «Что за ебаный апокалипсис?»
Телевизор сообщил, что теперь все законы будут приниматься исключительно по длине волос — чем длиннее, тем больше прав. Президент с бородой пытался спорить, но волосы начали шептать ему в ухо «тебя никто не слушает, ты всего лишь волосатый мем». В итоге министры с короткими волосами были депортированы в соседнюю страну, где им пришлось работать официантами в баре, который обслуживали кибер-единороги с бородами и короной.
На улицах люди устраивали референдумы через танцы, коты раздавали паспорта, а волосы Светланы записывали всё в дневник под названием «Сексизм, расизм и шампунь — руководство к выживанию». Каждый новый закон заканчивался фейерверком из туалетной бумаги, политических лозунгов и париков. А на небе появился гигантский летающий утюг, который проверял длину волос всех граждан. Мир окончательно сошел с ума, но волосы Светланы только шептали: «Начинаем еблю...»",Сборная Домашка
1627,267888994,https://otvet.mail.ru/question/267888994,Зачем здесь так много подкатегорий?,"Вот в старом меил была , например, музыка, и туда все вопросы связанные с музыкой, а здесь и музыка души, и время музыки, и поп культура, вместо того, чтобы не париться и выбрать категорию, мне приходится листать, чтобы выбрать больше категорий для большего количества ответов. И спорт зачем то разделили, теперь напихали туда кучу подкатегорий вместо одной большой категории спорта",Время музыки
1628,267888998,https://otvet.mail.ru/question/267888998,Приезжают ли скауты профессиональных клубов на соревнования по мини-футболу?И могут ли меня пригласить в 15 лет?,Приезжают ли скауты профессиональных клубов на соревнования по мини-футболу?И могут ли меня пригласить в 15 лет?,А сейчас что-то совсем другое
1629,267889004,https://otvet.mail.ru/question/267889004,Викторина &#34;АНАГРАММЫ&#34;,"Игра «АНАГРАММЫ» для детей
В Word имеется пополняемая «пронумерованная» 
база вопросов
 и пополняемая «пронумерованная» 
база ответов
 (ответ состоит из одного или двух слов).
В поле ввода игрок вписывает на «виртуальной клавиатуре?» предполагаемый ответ (одно или два слова через пробел). При неверном ответе система дает подсказки: «ДА» (при правильном ответе) или «НЕТ» (при неправильном ответе).
Я пишу тексты вопросов в базу вопросов и ответы в базу ответов.
Как сделать и разместить игру на Android?
База слов-вопросов:
1. АЛПАТ
Какая игра загадана?
 2. НАИВ ВЕНЕТУРГ
Какой писатель загадан?
 3.
ЛИТОБАЙ
Какой доктор загадан?
и т. д.
База слов-ответов:
1. ЛАПТА
2. ИВАН ТУРГЕНЕВ
3. АЙБОЛИТ
и т.д.",Web-мастерская
1630,267889009,https://otvet.mail.ru/question/267889009,Какой обод подойдёт на racer magnum 250? ,"В общем, есть мотоцикл racer magnum 250, хочу поменять литые диски на спицы. С передом все понятно, но как быть с заднем колесом? 
Стоковое заднее колесо идет 1.85, но могу поставить туда обод на 2.15 без изменении и деформации заднего маятника? ",Два колеса — свобода
1631,267889020,https://otvet.mail.ru/question/267889020,Как включить моды Votv?,"Я скачал моды на вотв через thunderstore, включил их, но они так и не заработали(запускаю modded версию 0.8.2с).
Смотрел видео на Ютубе у них там под кнопкой выход есть менеджер модов, а у меня нет. На фотографиях видно, что менеджера нет, а моды все включены. Кто подскажет что делать или где находится менеджер модов?",Стиль и фэшн
1632,267889028,https://otvet.mail.ru/question/267889028,Обжёг губы зелёной  оболочкой грецкого ореха,"Помогите!!! Желательно врачи или у кого так было 
Собирал орехи, откусывал зелёную кожуру и весь рот жёг и щипал, сейчас губы почернели, коричнево черные, как у гота, мне нужно работать выходить через 3 дня, чес можно быстрее снять и что делать?",Едариум
1633,267889031,https://otvet.mail.ru/question/267889031,Задача юриспруденция ,"Петрова вне брака родила ребенка. Не имея финансовых возможностей содержать его, в день выписки из роддома, она решила убить малыша, оставив его на морозе.
Соседка, увидев коляску с ребенком, занесла его
В
тепло и вызвала скорую, которая установила легкую степень переохлаждения.
Квалифицируйте содеянное Петровой? Как изменилось
бы решение в случае, если бы ребенок погиб?",Закон и порядок
1634,267889039,https://otvet.mail.ru/question/267889039,Вопрос по новому планшету,"Неделю назад купил планшет с 8850 ма*H
В отзывах пишут, что при обычной работе, т.е не играя в игры и не запуская тяжёлые программы, а просто просмотр браузера и иногда видео, зарядка хватает на 1,5-2 дня. А у меня при обычном пользовании, с 50% яркости его еле еле на лень хватает. Может ли быть такое, что потом батарея чуть разработается и будет хорошо держать заряд или мне просто продали брак?",Время игр
1635,267889044,https://otvet.mail.ru/question/267889044,Горебокс выбрасывается,Как убрать эту заставку после которой не заходиться  горе бокс,География
1636,267889045,https://otvet.mail.ru/question/267889045,"Как сделать такой эффект как на фото, кто разбирается в фотошопе подскажите плиз","Как сделать такой эффект как на фото, кто разбирается в фотошопе подскажите плиз","Фото, видео, дизайн"
1637,267889050,https://otvet.mail.ru/question/267889050,"Как сдать математику профиль по ЕГЭ, если знаю только 5 классов?","Как сдать математику профиль по ЕГЭ, если знаю только 5 классов?",ЕГЭ/ГИА
1638,267889052,https://otvet.mail.ru/question/267889052,"Вы пока не можете отправить этот подарок, поскольку началась его отправка в блокчейн.","Почему я не могу отправить коллекционный подарок в тг?
Уже целый день прошёл, а всё отправка идёт",Подарки на все случаи
1639,267889060,https://otvet.mail.ru/question/267889060,Забанили в игре whelife life3d как обойти бан? ,&#34;Забанили за взломку&#34;,Время игр
1640,267889069,https://otvet.mail.ru/question/267889069,Откуда такие черевички ?,Опа иди сюда на*,А сейчас что-то совсем другое
1641,267889074,https://otvet.mail.ru/question/267889074,"Обратился к психиатру, в итоге госпитализировали ","Недавно обратился к врачу за помощью. Рассказал о симптомах. Предположительный диагноз: депрессия. Но вот какой вид - пока точно сказать нельзя. Поэтому меня и положили. Сейчас куча мыслей по поводу учебы, работы, что будет дальше. Хотелось бы взять академический, но не знаю, дадут ли. Но хотелось бы взять время на перезагрузку. Каким образом это вообще происходит? Сам психиатр не может мне дать рекомендацию для отпуска? Как ему об этом сообщить? ",Психология и жизнь
